county_name,total_county_population,median_household_income,aggregate_household_income,per_capita_income,median_family_income,poverty_status_total_population,income_below_poverty_level,poverty_white_alone_total,poverty_white_alone_below_poverty,poverty_black_alone_total,poverty_black_alone_below_poverty,poverty_hispanic_total,poverty_hispanic_below_poverty,poverty_ratio_total,poverty_ratio_under_50_pct,poverty_ratio_50_99_pct,poverty_children_under_18_total,poverty_children_under_18_below_poverty,snap_total_households,snap_received_past_12mo,public_assistance_total_households,public_assistance_received,ssi_total_households,ssi_received,health_insurance_total,health_insurance_no_coverage,medicaid_means_tested_total,medicaid_means_tested_coverage,education_total_25_plus,education_high_school_diploma,education_bachelors_degree,education_masters_degree,employment_pop_16_plus,employment_civilian_labor_force,employment_employed,employment_unemployed,disability_total_pop,disability_male_under_5_with_disability,disability_male_5_17_with_disability,disability_male_18_34_with_disability,disability_male_35_64_with_disability,disability_male_65_74_with_disability,disability_male_75_plus_with_disability,disability_female_under_5_with_disability,disability_female_5_17_with_disability,disability_female_18_34_with_disability,disability_female_35_64_with_disability,disability_female_65_74_with_disability,disability_female_75_plus_with_disability,rent_burden_total_renters,rent_burden_50_plus_pct,median_gross_rent,families_with_children_total,families_female_householder_with_children,total_population,white_alone,black_alone,asian_alone,total_population_ethnicity,hispanic_or_latino,total_households,average_household_size,total_households_composition,family_households,married_couple_family,householder_living_alone,total_population_gender,male_population,female_population,median_age,median_home_value,language_total_5_plus,language_speak_only_english,english_proficiency_total_5_plus,english_speak_not_well,nativity_total,foreign_born,vehicles_total_households,vehicles_none,mean_travel_time_to_work,veteran_total_18_plus,veteran_population,state_fips,county_fips,white_pct,black_pct,asian_pct,hispanic_pct,male_pct,female_pct,family_household_pct,snap_participation_rate,public_assistance_rate,ssi_rate,poverty_rate,uninsured_rate,medicaid_rate,child_poverty_rate,white_poverty_rate,black_poverty_rate,hispanic_poverty_rate,deep_poverty_rate,near_poverty_rate,hs_graduate_rate,bachelors_plus_rate,labor_force_participation_rate,unemployment_rate,employment_rate,disability_rate,rent_burden_severe_50_plus,single_parent_rate,veteran_rate,english_only_rate,limited_english_rate,foreign_born_rate,no_vehicle_rate,data_pulled_date,acs_year
"Rockland County, New York",337326,106173,14606459900,44212,125645,332964,50181,223658,38284,37551,3095,61718,9890,332964,21979,28202,95995,24708,102579,12282,102579,2930,102579,4641,335633,215,335633,28195,208539,39837,49010,28453,250660,158193,148349,9844,335633,108,1393,2637,5022,2213,3580,7,739,1423,4135,2589,6285,32544,10534,1755,89875,8554,337326,225889,38683,20566,337326,62908,102579,3.22,102579,77708,62258,21444,337326,166981,170345,35.3,528900,,,102579,2645,337326,69800,102579,1843,3989515.0,240023,7707,36,087,66.96,11.47,6.1,18.65,49.5,50.5,75.75,11.97,2.86,4.52,15.07,0.06,8.4,25.74,17.12,8.24,16.02,6.6,8.47,19.1,37.15,63.11,6.22,59.18,8.98,32.37,9.52,3.21,,2.58,20.69,1.8,2025-11-24 04:14:22,2022
"St. Lawrence County, New York",108670,58339,3110546700,29827,75033,97855,16674,92993,15389,521,190,1691,203,97855,7675,8999,20420,4647,41399,6403,41399,1609,41399,3169,105895,298,105895,5506,71483,20706,8590,6201,89757,47737,44742,2995,105895,1,745,1333,3689,1744,1654,13,360,870,3979,1680,2169,11878,2981,788,18840,3944,108670,100370,2421,1128,108670,2577,41399,2.37,41399,25084,19063,13282,108670,55702,52968,38.8,114700,,,41399,0,108670,3958,41399,1312,,86953,6663,36,089,92.36,2.23,1.04,2.37,51.26,48.74,60.59,15.47,3.89,7.65,17.04,0.28,5.2,22.76,16.55,36.47,12.0,7.84,9.2,28.97,20.69,53.18,6.27,49.85,17.22,25.1,20.93,7.66,,0.0,3.64,3.17,2025-11-24 04:14:22,2022
"Saratoga County, New York",236328,97038,12091956000,51931,121420,232775,15248,210680,13215,3521,444,8077,1116,232775,7414,7834,44892,2991,98409,6480,98409,1683,98409,3232,234394,113,234394,6038,170815,35111,41136,25518,196363,129547,124959,4588,234394,34,1646,1528,4277,2643,3189,40,713,1503,4344,2213,4296,27500,5171,1305,41414,6693,236328,213299,3908,6993,236328,8320,98409,2.36,98409,62923,50421,27040,236328,117525,118803,43.3,306000,,,98409,337,236328,13119,98409,1623,2739575.0,189551,14146,36,091,90.26,1.65,2.96,3.52,49.73,50.27,63.94,6.58,1.71,3.28,6.55,0.05,2.58,6.66,6.27,12.61,13.82,3.19,3.37,20.55,39.02,65.97,3.54,63.64,11.27,18.8,16.16,7.46,,0.34,5.55,1.65,2025-11-24 04:14:22,2022
"Schenectady County, New York",159447,75056,6126199800,39791,98944,155459,18013,111576,8597,16307,4373,12037,3156,155459,8918,9095,33547,4982,63964,8167,63964,2184,63964,3740,157890,62,157890,7133,109680,23714,20727,12151,129383,81224,76367,4857,157890,29,821,1398,3766,1865,1625,12,392,1350,4145,1567,3040,23084,6320,1092,30982,7535,159447,114752,16800,7837,159447,12290,63964,2.42,63964,36998,27348,21689,159447,78328,81119,39.7,204400,,,63964,376,159447,16034,63964,1112,,125190,7267,36,093,71.97,10.54,4.92,7.71,49.12,50.88,57.84,12.77,3.41,5.85,11.59,0.04,4.52,14.85,7.71,26.82,26.22,5.74,5.85,21.62,29.98,62.78,5.98,59.02,12.67,27.38,24.32,5.8,,0.59,10.06,1.74,2025-11-24 04:14:22,2022
"Schoharie County, New York",29970,71479,1081432200,37280,84506,28637,2904,26321,2599,348,40,889,140,28637,1310,1594,4993,514,12283,1422,12283,408,12283,762,29887,18,29887,1073,21509,6267,2907,1907,25411,14703,13925,778,29887,0,156,367,864,562,612,0,88,240,851,582,708,2773,413,883,4573,761,29970,27321,523,295,29970,1110,12283,2.33,12283,7681,6060,3773,29970,15033,14937,45.7,169400,,,12283,25,29970,927,12283,347,383430.0,24735,1865,36,095,91.16,1.75,0.98,3.7,50.16,49.84,62.53,11.58,3.32,6.2,10.14,0.06,3.59,10.29,9.87,11.49,15.75,4.57,5.57,29.14,22.38,57.86,5.29,54.8,16.83,14.89,16.64,7.54,,0.2,3.09,2.83,2025-11-24 04:14:22,2022
"Schuyler County, New York",17855,61316,604160200,35062,81509,17652,2781,16682,2584,146,48,321,23,17652,1232,1549,3183,740,7446,1257,7446,233,7446,506,17751,15,17751,681,13283,3900,1674,1138,14927,8682,8190,492,17751,0,167,243,430,282,318,0,70,173,435,298,303,1722,334,808,2838,553,17855,16843,169,142,17855,340,7446,2.36,7446,4587,3742,2212,17855,8987,8868,47.3,151100,,,7446,64,17855,326,7446,177,198980.0,14440,1253,36,097,94.33,0.95,0.8,1.9,50.33,49.67,61.6,16.88,3.13,6.8,15.75,0.08,3.84,23.25,15.49,32.88,7.17,6.98,8.78,29.36,21.17,58.16,5.67,54.87,15.32,19.4,19.49,8.68,,0.86,1.83,2.38,2025-11-24 04:14:22,2022
"Seneca County, New York",33651,64050,1136762500,34212,81616,31526,4144,29178,3367,502,259,1044,290,31526,1867,2277,6548,1018,13622,1460,13622,498,13622,891,31776,167,31776,1421,24400,6149,3301,1662,27573,15625,14920,705,31776,0,286,459,1052,551,648,0,106,230,947,385,761,3740,950,871,5951,690,33651,30133,1498,236,33651,1285,13622,2.3,13622,7939,6201,4457,33651,17613,16038,43.0,132000,,,13622,12,33651,795,13622,385,,26908,2431,36,099,89.55,4.45,0.7,3.82,52.34,47.66,58.28,10.72,3.66,6.54,13.14,0.53,4.47,15.55,11.54,51.59,27.78,5.92,7.22,25.2,20.34,56.67,4.51,54.11,17.07,25.4,11.59,9.03,,0.09,2.36,2.83,2025-11-24 04:14:22,2022
"Steuben County, New York",93584,62506,3237880900,35282,81682,92210,12388,85879,11223,1339,500,1631,485,92210,5327,7061,19492,3382,39165,4613,39165,1159,39165,2388,92649,251,92649,4653,66493,19090,8548,6387,75864,44987,42149,2838,92649,0,596,815,2543,1282,1463,48,439,969,2602,1263,1909,10685,1967,832,17871,3759,93584,87093,1442,1538,93584,1672,39165,2.35,39165,24711,18664,12151,93584,46984,46600,42.8,121000,,,39165,34,93584,3075,39165,945,,73529,6463,36,101,93.06,1.54,1.64,1.79,50.21,49.79,63.09,11.78,2.96,6.1,13.43,0.27,5.02,17.35,13.07,37.34,29.74,5.78,7.66,28.71,22.46,59.3,6.31,55.56,15.03,18.41,21.03,8.79,,0.09,3.29,2.41,2025-11-24 04:14:22,2022
"Suffolk County, New York",1524486,122498,79763617500,54127,141671,1498622,97307,1098682,59884,112885,11722,307240,29583,1498622,50321,46986,307143,21574,510686,31006,510686,11216,510686,21787,1514839,1359,1514839,39797,1067104,242286,225180,140324,1249182,820921,781818,39103,1514839,272,7575,10741,24439,13352,16243,68,3611,7741,26293,12928,26808,92917,28383,2113,269873,39736,1524486,1111855,115996,64985,1524486,313371,510686,2.93,510686,370459,288384,114201,1524486,756707,767779,41.7,490800,,,510686,9453,1524486,243555,510686,13669,22194610.0,1206949,53439,36,103,72.93,7.61,4.26,20.56,49.64,50.36,72.54,6.07,2.2,4.27,6.49,0.09,2.63,7.02,5.45,10.38,9.63,3.36,3.14,22.71,34.25,65.72,4.76,62.59,9.91,30.55,14.72,4.43,,1.85,15.98,2.68,2025-11-24 04:14:22,2022
"Sullivan County, New York",78725,67841,2850069700,37854,82555,75537,11211,57520,7491,5485,1682,12910,2219,75537,5515,5696,16061,3518,29895,4849,29895,590,29895,1963,76047,307,76047,4802,55556,13959,9021,4704,63978,37147,34474,2673,76047,0,622,476,2657,1469,1099,13,417,629,2321,1239,1187,9235,2191,996,14294,3138,78725,58757,6628,1528,78725,13663,29895,2.47,29895,17842,12299,9861,78725,40863,37862,41.9,220200,,,29895,514,78725,8276,29895,652,841920.0,62192,3760,36,105,74.64,8.42,1.94,17.36,51.91,48.09,59.68,16.22,1.97,6.57,14.84,0.4,6.31,21.9,13.02,30.67,17.19,7.3,7.54,25.13,24.7,58.06,7.2,53.88,15.95,23.72,21.95,6.05,,1.72,10.51,2.18,2025-11-24 04:14:22,2022
"Tioga County, New York",48344,70427,1813470000,37691,83276,47729,4848,45112,4264,523,100,954,353,47729,2287,2561,9423,1009,20312,2378,20312,608,20312,1112,47997,20,47997,2262,34747,10086,5426,3180,39720,24068,22722,1346,47997,0,278,453,1377,595,807,0,246,433,1532,441,910,4491,1043,894,8497,1392,48344,45662,558,435,48344,1043,20312,2.35,20312,13486,10329,5714,48344,24193,24151,44.7,144200,,,20312,0,48344,973,20312,519,,38500,3171,36,107,94.45,1.15,0.9,2.16,50.04,49.96,66.39,11.71,2.99,5.47,10.16,0.04,4.71,10.71,9.45,19.12,37.0,4.79,5.37,29.03,24.77,60.59,5.59,57.21,14.73,23.22,16.38,8.24,,0.0,2.01,2.56,2025-11-24 04:14:22,2022
"Tompkins County, New York",102555,69995,4251035600,40781,106005,88751,14232,72668,10146,2420,846,3695,1052,88751,10177,4055,14047,1518,42984,3448,42984,1103,42984,1426,101829,45,101829,3326,61156,8268,15045,11336,89300,51844,49415,2429,101829,0,672,1898,1570,952,1008,5,240,1229,1722,930,1290,19656,6710,1320,13503,3802,102555,80182,4158,9871,102555,5521,42984,2.06,42984,21506,16958,13901,102555,50314,52241,32.6,264300,,,42984,69,102555,13296,42984,496,818805.0,87629,3626,36,109,78.18,4.05,9.63,5.38,49.06,50.94,50.03,8.02,2.57,3.32,16.04,0.04,3.27,10.81,13.96,34.96,28.47,11.47,4.57,13.52,43.14,58.06,4.69,55.34,11.31,34.14,28.16,4.14,,0.16,12.96,1.15,2025-11-24 04:14:22,2022
"Ulster County, New York",182153,77197,7727466700,43168,104189,174977,25740,138516,17872,9249,2558,18510,5076,174977,15771,9969,30279,4531,72265,7131,72265,1731,72265,3384,178527,38,178527,6748,134090,31354,26089,16063,154703,91097,86493,4604,178527,0,1220,2081,5298,2505,2811,0,675,1314,4438,1703,3858,22290,6267,1269,27580,6692,182153,142478,11022,3573,182153,20154,72265,2.34,72265,42609,31483,23917,182153,90973,91180,44.2,288400,,,72265,623,182153,14143,72265,1559,2023835.0,150574,7134,36,111,78.22,6.05,1.96,11.06,49.94,50.06,58.96,9.87,2.4,4.68,14.71,0.02,3.78,14.96,12.9,27.66,27.42,9.01,5.7,23.38,31.44,58.89,5.05,55.91,14.51,28.12,24.26,4.74,,0.86,7.76,2.16,2025-11-24 04:14:22,2022
"Warren County, New York",65684,74531,2908483400,44183,97947,64939,5607,60897,4992,708,177,1833,195,64939,2863,2744,11473,917,29782,3108,29782,621,29782,1723,64986,74,64986,2141,49282,11680,8787,6259,55636,33283,31884,1399,64986,0,204,1038,1890,1081,1156,0,301,572,1795,794,1418,8746,1800,1062,10455,1880,65684,61373,906,475,65684,1909,29782,2.17,29782,17897,13771,9424,65684,32658,33026,46.7,240600,,,29782,109,65684,2282,29782,878,633415.0,53879,4068,36,113,93.44,1.38,0.72,2.91,49.72,50.28,60.09,10.44,2.09,5.79,8.63,0.11,3.29,7.99,8.2,25.0,10.64,4.41,4.23,23.7,30.53,59.82,4.2,57.31,15.77,20.58,17.98,7.55,,0.37,3.47,2.95,2025-11-24 04:14:22,2022
"Washington County, New York",61310,68703,2038073400,34233,81109,58363,6641,55062,5900,368,55,1351,123,58363,2522,4119,10782,1451,24235,3047,24235,405,24235,1386,58747,57,58747,2930,45270,13924,5655,3018,51343,30163,28617,1546,58747,0,360,487,1680,896,1056,0,167,363,2019,660,1321,6319,1401,964,9910,2224,61310,56445,1595,367,61310,1815,24235,2.41,24235,14900,11027,7189,61310,31806,29504,44.6,176900,,,24235,28,61310,1742,24235,660,,49951,3772,36,115,92.06,2.6,0.6,2.96,51.88,48.12,61.48,12.57,1.67,5.72,11.38,0.1,4.99,13.46,10.72,14.95,9.1,4.32,7.06,30.76,19.16,58.75,5.13,55.74,15.34,22.17,22.44,7.55,,0.12,2.84,2.72,2025-11-24 04:14:22,2022
"Wayne County, New York",91324,71007,3320664300,36834,90790,90405,9958,81226,8036,2155,676,4316,684,90405,4530,5428,18757,2485,37756,4028,37756,707,37756,2087,90646,209,90646,3831,65234,16796,10056,5421,74176,45807,43843,1964,90646,0,526,771,2605,1295,1262,0,376,843,2455,1221,1794,7640,1550,877,17565,3425,91324,81988,2214,801,91324,4362,37756,2.37,37756,24503,19299,10609,91324,45865,45459,43.6,151900,,,37756,103,91324,2404,37756,945,,71956,5428,36,117,89.78,2.42,0.88,4.78,50.22,49.78,64.9,10.67,1.87,5.53,11.01,0.23,4.23,13.25,9.89,31.37,15.85,5.01,6.0,25.75,23.73,61.75,4.29,59.11,14.5,20.29,19.5,7.54,,0.27,2.63,2.5,2025-11-24 04:14:22,2022
"Westchester County, New York",997904,114651,66369348200,67776,147091,977070,83412,560859,30534,140136,21998,252562,32369,977070,41670,41742,210221,19718,367740,33708,367740,10118,367740,15760,987426,776,987426,31875,695064,106665,177680,123967,809847,528032,496164,31868,987426,61,4324,6752,14898,7833,10952,248,2628,5809,16879,9070,20683,138736,37528,1796,193574,31352,997904,571908,145484,62024,997904,257189,367740,2.64,367740,251224,189542,99327,997904,487019,510885,41.3,619000,,,367740,15123,997904,255236,367740,11345,14339350.0,782986,25616,36,119,57.31,14.58,6.22,25.77,48.8,51.2,68.32,9.17,2.75,4.29,8.54,0.08,3.23,9.38,5.44,15.7,12.82,4.26,4.27,15.35,43.4,65.2,6.04,61.27,10.14,27.05,16.2,3.27,,4.11,25.58,3.09,2025-11-24 04:14:22,2022
"Wyoming County, New York",40338,65066,1320671600,35228,81633,37732,4037,35220,3609,319,152,888,285,37732,2054,1983,7748,1060,16152,1513,16152,205,16152,881,37905,40,37905,1519,29511,9052,3251,1765,33294,18869,18100,769,37905,0,189,323,973,642,507,0,113,270,827,459,743,3695,463,787,7264,1552,40338,36228,1473,248,40338,1352,16152,2.34,16152,10538,8228,4425,40338,21526,18812,42.9,143000,,,16152,39,40338,883,16152,483,,32327,2356,36,121,89.81,3.65,0.61,3.35,53.36,46.64,65.24,9.37,1.27,5.45,10.7,0.11,4.01,13.68,10.25,47.65,32.09,5.44,5.26,30.67,17.0,56.67,4.08,54.36,13.31,12.53,21.37,7.29,,0.24,2.19,2.99,2025-11-24 04:14:22,2022
"Yates County, New York",24713,63974,753877300,32291,79139,23537,3347,22547,2943,104,76,527,127,23537,1550,1797,5299,1206,8882,875,8882,206,8882,405,24418,414,24418,769,16746,4776,2386,1281,19880,11168,10807,361,24418,0,100,290,373,338,405,0,80,197,467,144,446,2020,322,773,4904,749,24713,23683,133,253,24713,544,8882,2.64,8882,5780,4753,2635,24713,12105,12608,41.7,159800,,,8882,0,24713,390,8882,707,,19252,1465,36,123,95.83,0.54,1.02,2.2,48.98,51.02,65.08,9.85,2.32,4.56,14.22,1.7,3.15,22.76,13.05,73.08,24.1,6.59,7.63,28.52,21.9,56.18,3.23,54.36,11.63,15.94,15.27,7.61,,0.0,1.58,7.96,2025-11-24 04:14:22,2022
"Alamance County, North Carolina",171779,60866,5339594700,32105,78033,167137,23763,108874,12464,33146,7347,22882,4466,167137,10315,13448,37274,7086,67370,8707,67370,1779,67370,2134,170768,123,170768,11048,115744,26006,21972,7160,138209,86621,82298,4323,170768,0,818,1059,3876,2270,2013,0,557,1172,4055,2256,3742,22883,4787,959,33458,8642,171779,112619,33714,2817,171779,23200,67370,2.48,67370,43381,31854,20350,171779,82328,89451,39.1,197700,,,67370,1150,171779,14503,67370,1200,1914595.0,133865,9395,37,001,65.56,19.63,1.64,13.51,47.93,52.07,64.39,12.92,2.64,3.17,14.22,0.07,6.47,19.01,11.45,22.17,19.52,6.17,8.05,22.47,25.17,62.67,4.99,59.55,12.78,20.92,25.83,7.02,,1.71,8.44,1.78,2025-11-24 04:14:22,2022
"Alexander County, North Carolina",36505,62764,1087449100,30510,72821,35063,4295,31316,3424,1113,520,1862,446,35063,1846,2449,6945,1374,13761,1229,13761,261,13761,912,35278,24,35278,1994,26366,8623,2910,932,30289,17589,16607,982,35278,0,74,413,1076,792,629,45,133,370,1030,684,796,2581,481,735,6452,974,36505,32093,1597,393,36505,1872,13761,2.56,13761,9734,7728,3387,36505,18896,17609,43.9,169300,,,13761,0,36505,927,13761,205,392100.0,29325,1847,37,003,87.91,4.37,1.08,5.13,51.76,48.24,70.74,8.93,1.9,6.63,12.25,0.07,5.65,19.78,10.93,46.72,23.95,5.26,6.98,32.7,14.57,58.07,5.58,54.83,17.13,18.64,15.1,6.3,,0.0,2.54,1.49,2025-11-24 04:14:22,2022
"Alleghany County, North Carolina",10989,42115,346485200,32330,57432,10880,2127,10222,1884,162,112,1103,519,10880,815,1312,1789,615,4937,533,4937,51,4937,274,10880,14,10880,561,8508,2311,1143,517,9404,4643,4396,247,10880,0,51,80,383,149,261,0,38,70,437,130,292,962,194,708,1603,352,10989,10270,212,35,10989,1103,4937,2.19,4937,3204,2711,1461,10989,5340,5649,50.6,171800,,,4937,84,10989,484,4937,171,,9197,767,37,005,93.46,1.93,0.32,10.04,48.59,51.41,64.9,10.8,1.03,5.55,19.55,0.13,5.16,34.38,18.43,69.14,47.05,7.49,12.06,27.16,19.51,49.37,5.32,46.75,17.38,20.17,21.96,8.34,,1.7,4.4,3.46,2025-11-24 04:14:22,2022
"Anson County, North Carolina",22200,42000,469680500,22854,60146,20225,3913,9154,1388,9845,2282,962,189,20225,1311,2602,4373,1445,8266,2302,8266,149,8266,645,20267,84,20267,1677,15790,5477,1380,352,18395,9330,8731,599,20267,0,158,217,972,284,438,0,115,164,767,444,609,2694,542,818,3607,1583,22200,10218,10652,335,22200,1012,8266,2.45,8266,4830,3040,2949,22200,11246,10954,41.1,116300,,,8266,83,22200,731,8266,180,217325.0,17742,1466,37,007,46.03,47.98,1.51,4.56,50.66,49.34,58.43,27.85,1.8,7.8,19.35,0.41,8.27,33.04,15.16,23.18,19.65,6.48,12.87,34.69,10.97,50.72,6.42,47.46,20.57,20.12,43.89,8.26,,1.0,3.29,2.18,2025-11-24 04:14:22,2022
"Ashe County, North Carolina",26759,49176,768177300,29683,62380,26450,3734,25313,3565,238,11,1394,307,26450,1517,2217,4485,787,11823,1434,11823,68,11823,622,26452,20,26452,1227,20539,5513,2588,1326,22892,12339,11710,629,26452,0,70,211,761,573,636,0,26,193,947,453,870,2392,281,730,4098,848,26759,25585,263,117,26759,1406,11823,2.23,11823,8018,6401,3369,26759,13254,13505,49.6,199200,,,11823,127,26759,821,11823,220,,22210,1597,37,009,95.61,0.98,0.44,5.25,49.53,50.47,67.82,12.13,0.58,5.26,14.12,0.08,4.64,17.55,14.08,4.62,22.02,5.74,8.38,26.84,19.06,53.9,5.1,51.15,17.92,11.75,20.69,7.19,,1.07,3.07,1.86,2025-11-24 04:14:22,2022
"Avery County, North Carolina",17679,53513,516983100,30578,70968,14732,1653,13830,1477,25,20,701,138,14732,775,878,2373,269,6481,608,6481,151,6481,348,15387,36,15387,646,13603,3037,1852,765,15564,7051,6698,353,15387,0,49,192,466,446,336,0,24,190,549,347,327,1390,196,811,2186,251,17679,15773,644,83,17679,904,6481,2.26,6481,4366,3593,1827,17679,9666,8013,46.5,215900,,,6481,42,17679,652,6481,105,,15224,1053,37,011,89.22,3.64,0.47,5.11,54.68,45.32,67.37,9.38,2.33,5.37,11.22,0.23,4.2,11.34,10.68,80.0,19.69,5.26,5.96,22.33,19.24,45.3,5.01,43.04,19.02,14.1,11.48,6.92,,0.65,3.69,1.62,2025-11-24 04:14:22,2022
"Beaufort County, North Carolina",44711,56081,1431118900,32936,69959,44126,7524,31213,3797,10251,2898,3529,1271,44126,2781,4743,8469,2399,18972,2688,18972,210,18972,1342,44314,22,44314,2664,32694,8492,3996,1714,37008,20465,19319,1146,44314,28,238,220,1156,777,985,15,208,255,1376,1004,1303,5544,1163,835,6966,2557,44711,31510,10344,109,44711,3734,18972,2.33,18972,12643,9152,5430,44711,21485,23226,46.9,159900,,,18972,139,44711,1605,18972,344,,35949,3092,37,013,70.47,23.14,0.24,8.35,48.05,51.95,66.64,14.17,1.11,7.07,17.05,0.05,6.01,28.33,12.16,28.27,36.02,6.3,10.75,25.97,17.46,55.3,5.6,52.2,17.07,20.98,36.71,8.6,,0.73,3.59,1.81,2025-11-24 04:14:22,2022
"Bertie County, North Carolina",17818,41652,468859900,27311,59840,16344,3500,5712,461,10213,3009,175,54,16344,1051,2449,2997,818,6984,1799,6984,156,6984,547,16381,27,16381,1010,13425,3830,1459,701,15192,6739,6308,431,16381,0,142,176,901,356,315,0,85,94,750,460,573,1751,408,823,2097,911,17818,6188,10987,136,17818,258,6984,2.33,6984,4264,2835,2408,17818,9227,8591,45.9,87500,,,6984,28,17818,156,6984,344,,14780,969,37,015,34.73,61.66,0.76,1.45,51.78,48.22,61.05,25.76,2.23,7.83,21.41,0.16,6.17,27.29,8.07,29.46,30.86,6.43,14.98,28.53,16.09,44.36,6.4,41.52,23.52,23.3,43.44,6.56,,0.4,0.88,4.93,2025-11-24 04:14:22,2022
"Bladen County, North Carolina",29807,40476,706113200,26544,54679,29436,7188,16648,3127,9935,3259,2395,1166,29436,3589,3599,5844,2340,11386,3320,11386,151,11386,755,29499,17,29499,2119,21347,5722,2992,915,24339,11584,10949,635,29499,0,60,160,799,513,410,0,84,53,991,427,882,3453,679,731,4966,1549,29807,16874,10057,93,29807,2411,11386,2.58,11386,6978,4738,3928,29807,14326,15481,45.0,115900,,,11386,118,29807,724,11386,429,,23732,2263,37,017,56.61,33.74,0.31,8.09,48.06,51.94,61.29,29.16,1.33,6.63,24.42,0.06,7.18,40.04,18.78,32.8,48.68,12.19,12.23,26.8,18.3,47.59,5.48,44.99,14.84,19.66,31.19,9.54,,1.04,2.43,3.77,2025-11-24 04:14:22,2022
"Brunswick County, North Carolina",139721,71193,5709751800,42263,85162,138584,12578,115257,8801,11794,1571,7033,1751,138584,6410,6168,19833,2613,60915,5525,60915,941,60915,2771,138693,148,138693,4504,111828,25538,22776,10262,121872,59432,56463,2969,138693,0,775,623,3625,2943,2511,34,649,930,3558,2085,2928,9907,2379,1187,16628,3235,139721,116031,12048,833,139721,7114,60915,2.28,60915,42588,35469,15346,139721,67404,72317,55.7,284100,,,60915,312,139721,4455,60915,731,1246280.0,119347,13845,37,019,83.04,8.62,0.6,5.09,48.24,51.76,69.91,9.07,1.54,4.55,9.08,0.11,3.25,13.18,7.64,13.32,24.9,4.63,4.45,22.84,29.54,48.77,5.0,46.33,14.9,24.01,19.46,11.6,,0.51,3.19,1.2,2025-11-24 04:14:22,2022
"Buncombe County, North Carolina",269449,66531,9756843400,39495,85099,262724,29543,224536,21478,14182,3363,18690,4871,262724,10773,18770,47277,6583,102921,8903,102921,1272,102921,3378,265600,426,265600,9271,200084,38949,51168,24245,226493,136867,131883,4984,265600,88,805,2166,6369,3400,4012,0,796,2587,7170,3023,5742,36645,7505,1209,42344,9138,269449,229554,15089,3106,269449,19093,102921,2.55,102921,61183,47977,32259,269449,130266,139183,42.3,328900,,,102921,1453,269449,17295,102921,1227,,220700,15773,37,021,85.19,5.6,1.15,7.09,48.35,51.65,59.45,8.65,1.24,3.28,11.24,0.16,3.49,13.92,9.57,23.71,26.06,4.1,7.14,19.47,37.69,60.43,3.64,58.23,13.61,20.48,21.58,7.15,,1.41,6.42,1.19,2025-11-24 04:14:22,2022
"Burke County, North Carolina",87799,53732,2575938800,30633,66702,85261,14453,71448,10300,4300,1288,5665,1868,85261,5786,8667,15450,4110,35195,4939,35195,674,35195,1633,85522,65,85522,4994,64552,16753,7983,3720,73800,42059,39539,2520,85522,24,427,674,3808,1653,1809,163,268,1100,3534,1633,2388,8409,1394,768,13932,3352,87799,72967,5181,2996,87799,5858,35195,2.41,35195,23945,17751,9808,87799,44022,43777,45.1,155500,,,35195,422,87799,4299,35195,774,879950.0,71738,4966,37,023,83.11,5.9,3.41,6.67,50.14,49.86,68.04,14.03,1.92,4.64,16.95,0.08,5.84,26.6,14.42,29.95,32.97,6.79,10.17,25.95,18.13,56.99,5.99,53.58,20.44,16.58,24.06,6.92,,1.2,4.9,2.2,2025-11-24 04:14:22,2022
"Cabarrus County, North Carolina",226396,83828,8260714600,38690,99008,224288,18865,145401,9512,42327,4358,25350,4070,224288,7339,11526,56174,6315,76880,6894,76880,1512,76880,2614,224718,177,224718,9460,150268,33215,36005,14665,176491,119411,113579,5832,224718,0,1495,1520,3668,2105,2292,4,815,1549,5501,2200,2830,20767,4162,1185,51144,12287,226396,146679,42874,11170,226396,25629,76880,2.92,76880,56367,43506,16747,226396,111333,115063,37.6,281600,,,76880,712,226396,19873,76880,1140,,169055,11427,37,025,64.79,18.94,4.93,11.32,49.18,50.82,73.32,8.97,1.97,3.4,8.41,0.08,4.21,11.24,6.54,10.3,16.06,3.27,5.14,22.1,33.72,67.66,4.88,64.35,10.67,20.04,24.02,6.76,,0.93,8.78,1.48,2025-11-24 04:14:22,2022
"Caldwell County, North Carolina",80716,52362,2246030600,29125,67132,79612,10551,69746,8237,3143,794,4917,1137,79612,3919,6632,15631,3038,32120,3914,32120,264,32120,2013,79843,47,79843,4301,58269,13987,7183,2172,66660,38670,36435,2235,79843,0,621,1043,2950,1345,1308,21,392,719,3053,1685,1890,8173,1345,717,13814,2977,80716,70428,3496,440,80716,4967,32120,2.48,32120,21467,15304,9392,80716,40091,40625,45.1,158300,,,32120,120,80716,2404,32120,738,872620.0,64661,4481,37,027,87.25,4.33,0.55,6.15,49.67,50.33,66.83,12.19,0.82,6.27,13.25,0.06,5.39,19.44,11.81,25.26,23.12,4.92,8.33,24.0,16.05,58.01,5.78,54.66,18.82,16.46,21.55,6.93,,0.37,2.98,2.3,2025-11-24 04:14:22,2022
